,name_audio,transcription_original,transcription_whisper,WER%
195,0087001479-DCT-20230810-081529-468ca229-718b-4244-b0bb-bfc60a365a77_new1.mp3,"week-end, je vous invite à reporter votre voyage pour suivre en temps réel d'évolution de votre ligne. Je vous invite à consulter les applications Île-de-France Mobilités. Les sites  transilien.com, ratp.fr, sncf.connect ou vos applis de mobilités, je vous souhaite à tous et à toutes une agréable journée, un bon voyage.",???,200
196,0087001479-DCT-20230810-091549-f2b45264-951d-4f70-92bd-2c8eac8c7786_new1.mp3,"De votre ligne, je vous invite à consulter les applications Île-de-France mobilités, les site transilien.comratp.fr, SNCF Connect ou votre appli de mobilités. Je vous souhaite à tous et à toutes une agréable journée. Un bon voyage.",???,200
197,0087001479-DCT-20230815-173055-3b0525c8-f70b-4861-8004-59bad4c1368e_new1.mp3,".com, ratp.fr SNCF connectant votre appli de Mobilités, je vous souhaite à tous et à toutes une agréable journée, un pour voyage.",???,200
198,0087001479-DCT-20230817-215215-54094fed-48ac-4822-8a75-3b289b0e6dbe_new1.mp3,"ratp.fr, SNCF Connect ou encore votre rapide mobilités.",???,200
199,0087001479-DCT-20230821-120017-3699f5df-00a5-401b-addb-637f6fcbf0e4_new1.mp3,connectant votre appli 2 mobilités. Je vous souhaite à tous et à toutes une agréable journée.,???,200
200,0087001479-DCT-20230824-113347-7cf5427c-221e-4240-b5b5-1f22b0ddc63a_new1.mp3,"Île de France Mobilités les sites les sites transilien.com ratp.fr, sncf connect ou vos appli de mobilités.",???,200
201,0087001479-DCT-20230828-190006-f7969dfe-555a-409f-9974-4e88c1573716_new1.mp3,"mobilités, les sites de transilien.com, ratp.fr, SNCF Connect ou votre appli de Mobilités, je vous souhaite à tous et à toutes, une agréable fin de journée et un bon voyage.",???,200
202,0087001479-DCT-20230829-073018-86ab5858-4613-4712-ad54-d109ac2f5f57_new1.mp3,de mobilités Je vous souhaite une très bonne matinée à tous,???,200
203,0087001479-PRE-20230901-062028-26a6e163-462e-4f03-8cb1-45a7e4b58859_new1.mp3,Votre appli de Mobilités je vous souhaite une très bonne journée à tous,???,200
204,0087271007-VOX@NET_GL1-20230824-130203-4e76f6bf-88dc-4481-9d76-00da7c7a6418_new1.mp3,14 h Merci pour votre attention,???,200
205,0087271007-VOX@NET_GL1-20230829-184501-665ddb1b-fa35-4759-b2d3-006357540ceb_new1.mp3,"07. Votre TER est annoncé au départ de la voie 20. Votre TER est en cours d'acheminement, il va rentrer en gare dans quelques instants, vous pouvez déjà vous rendre sur la voie 20 tout en vous éloignant de la bordure du quai. Merci.",???,200
206,0087271023-DCT-20230808-100213-871641d6-d2c6-402b-9de2-27c89e510754_new1.mp3," Tant que cette intervention sera en cours, je vous invite donc à vous reporter voie d'en face voie 43 pour tout vos prochain départ de la ligne D.",???,200
207,0087271023-DCT-20230825-173021-b830f9d9-8db1-4664-84fd-716e2b7fed38_new1.mp3,"entre bourg la reine la reine et Robinson sur la ligne D le trafic interrompu entre Paris gare de Lyon et Creil à partir de 23h20 Il est interrompue entre Paris gare de Lyon et Creil à partir du samedi à 22h00 au dimanche à 08h50 Pour plusieurs renseignements je vous invite à vous rendre sur l appli de Ile-de-France Mobilités, Transilien. com,  ratp.fr SNCF connect et les  autres applis de mobilités",???,200
208,0087271023-DCT-20230830-160646-c5ed9201-b3c7-4597-ab26-812816f0adc1_new1.mp3,"Paris Gare du Nord, l'aéroport Charles-de-Gaulle. Et Paris Nord Mitry-Claye sur la ligne D à partir de 23h20 entre Paris et gare de Lyon et Creil à. Vous pouvez bien sûr retrouver l'ensemble de ces informations sur les applications Île-de-France, mobilités transilien.com ratp.fr, SNCF Connect ou bien votre applis de mobilités. Je vous souhaite à toutes et à tous une très bonne soirée.",???,200
209,0087276063-DCT-20230905-100048-3a7b5966-8618-44d6-9a05-6cefa1d6c2c3_new1.mp3,connectés sur l appli Île de France mobilités le site transilien.com sans oublier SNCF Connect,???,200
210,0087386052-DCT-20230829-143909-3a26eb9a-b09e-4730-b594-a79da8b3308f_new1.mp3,".com ou encore SNCF connecte votre application de mobilité Madame Monsieur, je vous remercie de votre écoute.",???,200
211,0087686006-Pupitre_COE_2_gauche-20230802-144526-272b33c4-1a29-4d5d-9d81-fed62b8841f7_new1.mp3,"situées en tout début de quais à l'arrière du train, entre les repères R et U Mesdames, Messieurs, merci de votre attention.",???,200
212,0087686006-Pupitre_COE_2_gauche-20230802-182647-15a34b41-b1f6-40e5-b684-aab9817f3fe4_new1.mp3,dés a présent à vous tenir éloignés de la bordure du quai. Merci.,???,200
213,0087686006-Pupitre_COE_2_gauche-20230802-183033-5ac1495c-9eb1-46fc-abbc-c2505501dfcd_new1.mp3,en ligne En effet la chute d un arbre sur les voies entraîné des retards sur vos trains à l arrivée et cela pour conséquence des retards sur vos trains au départ Merci de patienter sur les hall d attente,???,200
214,0087686006-Pupitre_COE_2_gauche-20230815-101311-1c9d0b81-edf8-4888-a3b9-76e2fa41bd4c_new1.mp3," inouï. Numéro 6107, votre embarquement vient de débuter à la voie D. Accessible depuis le hall numéro un. Mesdames, Messieurs, je vous remercie pour votre patience et vous souhaite un très bon voyage.",???,200
215,0087686006-Pupitre_COE_2_gauche-20230910-205052-ee4324ad-041c-4061-ac6b-a301c7b44d16_new1.mp3,"recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV ouigo 7882 en provenance de Perpignan s'il le ou la propriétaire de se bagage est toujours présent, il est prié de venir récupérer immédiatement à la voie K.",???,200
216,0087681437-PRE-20230822-104230-accbd65c-4e3e-4398-a91a-a71721b803f4_new1.mp3,le site transilien com ainsi qui l application SNCF Connect Je vous remercie de votre attention,???,200
217,0087547000-COE-20230901-210352-fd2a748e-04da-4333-8603-fb3fd73a5f92.mp3,"Annoce personnel, le petit sebastient wolker, le petit sebastient wolker est attendu par sa maman face a la voie numero 16 merci ",???,200
218,0087547000-COE-20230902-121520-d72ed3e3-6f17-45b9-9c29-d10163041529.mp3,Messieurs votre attention s'il vous plait. Nous venons de proceder a l'affichage du train intercité 3635 a destination de caorne. Nous vous informon que ce train partira a 12h41 de la voie numero 3. merci de preparer vos titre de transport ainsi que les justificatifs éventuels de réduction avant d'acceder a la voie numero trois. Mesdames messieurs merci de votre attention,???,200
219,0087547000-DCT-20230902-143026-28312fa1-f19a-4ab4-9b1a-85fb0a0a24e1.mp3,"Mesdames messieurs, bojour a tous je vous informe que votre prochain train mona pour massy palaiseau ce train mona effectuera sont depart de la voie une. Depart dans neuf minute merci.",???,200
220,0087001479-DCT-20230821-120017-3699f5df-00a5-401b-addb-637f6fcbf0e4.mp3,"Flash INFO trafic, Madame, Monsieur, Bonjour et bienvenue en Gare. Il 09:15 l'heure pour moi de vous faire un point sur la circulation. Actuellement le trafic est fluide sur l'ensemble de la ligne, Mais je vous rappel que le samedi 12 le dimanche 13 et le lundi 14 aout, le trafic est interompu entre paris gare du nord et mitry claye et entre paris gare du nord et aulnay sous bois en direction de l'aeroport roissy charles de gaulle 2. Donc si vous le pouvez ce week end la je vous invite a limiter votre deplacement  . Pour suivre en temps réel l'evolution ",???,200
221,0087001479-DCT-20230821-120017-3699f5df-00a5-401b-addb-637f6fcbf0e4.mp3,"Flash INFO trafic, Madame, Monsieur, Bonjouer",???,200
222,0087001479-DCT-20230821-120017-3699f5df-00a5-401b-addb-637f6fcbf0e4_new1.mp3,"de votre ligne je vous invite a consulter l'application Île-de-France mobilité les sites transilien.com, ratp.fr , SNCF connect ou votre applie de mobilité. Je vous souhaite a toute et a tous une agréable journée et un bon voyage ",???,200
223,0087001479-DCT-20230821-120017-3699f5df-00a5-401b-addb-637f6fcbf0e4_new1.mp3,connect ou votre appli de mobilité. Je vous souhaite a toute et a tous une agréable journée,???,200
